0,1,2,3,4,5,6,7,8,9,10,11,12,13
plastomer,temporals,,,,,,,,,,,,
platans,saltpan,,,,,,,,,,,,
platefuls,platesful,,,,,,,,,,,,
plating,tapling,,,,,,,,,,,,
platings,spatling,stapling,,,,,,,,,,,
platinise,spinetail,,,,,,,,,,,,
platinised,stipendial,,,,,,,,,,,,
platinous,pulsation,,,,,,,,,,,,
Platysomus,Polymastus,,,,,,,,,,,,
platysternal,transeptally,,,,,,,,,,,,
platitudes,stipulated,,,,,,,,,,,,
platode,tadpole,,,,,,,,,,,,
platoid,talpoid,,,,,,,,,,,,
pleaders,relapsed,repleads,,,,,,,,,,,
pleadings,spindlage,,,,,,,,,,,,
pleasers,relapses,sesperal,,,,,,,,,,,
pleasurer,reperusal,,,,,,,,,,,,
pleaters,prelates,replates,,,,,,,,,,,
plectre,prelect,,,,,,,,,,,,
pleiotropy,polyporite,,,,,,,,,,,,
plenilunar,plurennial,,,,,,,,,,,,
plenishes,spleenish,,,,,,,,,,,,
pleomorph,prophloem,,,,,,,,,,,,
plesance,scalpeen,,,,,,,,,,,,
plessor,preloss,slopers,splores,,,,,,,,,,
plethora,traphole,,,,,,,,,,,,
plethoretic,prothetelic,,,,,,,,,,,,
pleuritis,spirituel,,,,,,,,,,,,
pleurocentesis,superselection,,,,,,,,,,,,
pleuroid,preludio,,,,,,,,,,,,
pleurovisceral,visceropleural,,,,,,,,,,,,
plews,swelp,,,,,,,,,,,,
plexus,suplex,,,,,,,,,,,,
plicator,tropical,,,,,,,,,,,,
plighter,replight,,,,,,,,,,,,
plinker,prinkle,,,,,,,,,,,,
plinkers,sprinkle,,,,,,,,,,,,
plisse,slipes,speils,spiels,spiles,,,,,,,,,
plodder,proddle,,,,,,,,,,,,
ploy,poly,,,,,,,,,,,,
ploys,polys,slopy,,,,,,,,,,,
plopped,poppled,,,,,,,,,,,,
plopping,poppling,,,,,,,,,,,,
ploration,polariton,portional,portolani,prolation,,,,,,,,,
plot,polt,,,,,,,,,,,,
plotful,topfull,,,,,,,,,,,,
plots,topsl,,,,,,,,,,,,
plotted,pottled,,,,,,,,,,,,
plotter,portlet,,,,,,,,,,,,
plotters,sprottle,,,,,,,,,,,,
plougher,replough,,,,,,,,,,,,
plousiocracy,procaciously,,,,,,,,,,,,
plout,poult,,,,,,,,,,,,
plower,replow,,,,,,,,,,,,
pltano,pontal,,,,,,,,,,,,
plucker,puckrel,,,,,,,,,,,,
plucking,puckling,,,,,,,,,,,,
plumber,replumb,,,,,,,,,,,,
plumbers,replumbs,,,,,,,,,,,,
plumbic,upclimb,,,,,,,,,,,,
plumes,sumple,,,,,,,,,,,,
plummet,templum,,,,,,,,,,,,
plumose,pumelos,,,,,,,,,,,,
plunderer,replunder,,,,,,,,,,,,
plunge,pungle,,,,,,,,,,,,
plunged,pungled,,,,,,,,,,,,
plunges,pungles,splunge,,,,,,,,,,,
plunging,pungling,,,,,,,,,,,,
plunking,punkling,,,,,,,,,,,,
plup,pulp,,,,,,,,,,,,
plur,purl,,,,,,,,,,,,
plurel,puller,,,,,,,,,,,,
plurisy,pursily,,,,,,,,,,,,
plus,puls,slup,,,,,,,,,,,
pluses,pulses,,,,,,,,,,,,
plushiest,sulphites,,,,,,,,,,,,
plutean,unpetal,unpleat,,,,,,,,,,,
plutei,puteli,,,,,,,,,,,,
pluteus,pustule,,,,,,,,,,,,
pluton,pulton,,,,,,,,,,,,
pluvine,vulpine,,,,,,,,,,,,
PMRC,RCMP,,,,,,,,,,,,
pneometer,treponeme,,,,,,,,,,,,
pneumatophony,pneumonopathy,,,,,,,,,,,,
poached,pochade,,,,,,,,,,,,
poachy,pochay,,,,,,,,,,,,
pocketer,repocket,,,,,,,,,,,,
pocketfuls,pocketsful,,,,,,,,,,,,
pocosen,scopone,,,,,,,,,,,,
podarthritis,traditorship,,,,,,,,,,,,
podex,poxed,,,,,,,,,,,,
podial,poliad,,,,,,,,,,,,
podiums,spodium,spumoid,,,,,,,,,,,
podler,polder,replod,,,,,,,,,,,
podos,poods,,,,,,,,,,,,
podoscaph,scaphopod,,,,,,,,,,,,
podostomatous,stomatopodous,,,,,,,,,,,,
poechores,prechoose,rheoscope,,,,,,,,,,,
poesy,posey,,,,,,,,,,,,
poesis,poises,posies,possie,,,,,,,,,,
poetastrical,spectatorial,,,,,,,,,,,,
poetics,septoic,,,,,,,,,,,,
poetiser,poetries,,,,,,,,,,,,
poetizers,posterize,,,,,,,,,,,,
poet-priest,priest-poet,,,,,,,,,,,,
poetress,portesse,,,,,,,,,,,,
poetryless,polyesters,presystole,proselytes,,,,,,,,,,
Pogany,Poyang,,,,,,,,,,,,
pogonip,pooping,,,,,,,,,,,,
poinder,ponerid,,,,,,,,,,,,
pointal,poltina,,,,,,,,,,,,
pointel,pontile,potline,topline,,,,,,,,,,
pointer,protein,pterion,repoint,tropein,tropine,,,,,,,,
pointless,slipstone,,,,,,,,,,,,
poised,posied,,,,,,,,,,,,
poisoner,snoopier,spoonier,,,,,,,,,,,
poitrel,politer,,,,,,,,,,,,
poitrels,postiler,,,,,,,,,,,,
poker,proke,,,,,,,,,,,,
pokes,spoke,,,,,,,,,,,,
Polarid,Poliard,,,,,,,,,,,,
polarimetry,premorality,temporarily,,,,,,,,,,,
polaroids,prosodial,,,,,,,,,,,,
polders,presold,,,,,,,,,,,,
poleyne,polyene,polynee,,,,,,,,,,,
Poler,Prole,,,,,,,,,,,,
polyacid,polyadic,,,,,,,,,,,,
polychloride,policyholder,,,,,,,,,,,,
polychroism,polyorchism,,,,,,,,,,,,
polycitral,tropically,,,,,,,,,,,,
polyeidic,polyideic,,,,,,,,,,,,
polyeidism,polyideism,,,,,,,,,,,,
polyester,proselyte,,,,,,,,,,,,
polio,poloi,pooli,,,,,,,,,,,
polypean,polypnea,,,,,,,,,,,,
polypores,polyspore,prosopyle,,,,,,,,,,,
polyprene,propylene,,,,,,,,,,,,
polyprotic,polytropic,,,,,,,,,,,,
polyps,sloppy,,,,,,,,,,,,
polis,spoil,,,,,,,,,,,,
polisher,repolish,,,,,,,,,,,,
polishes,slipshoe,,,,,,,,,,,,
polyspored,proposedly,,,,,,,,,,,,
polythene,telephony,,,,,,,,,,,,
poller,repoll,,,,,,,,,,,,
pollers,repolls,,,,,,,,,,,,
polly-parrot,poll-parroty,,,,,,,,,,,,
Polo,Pool,,,,,,,,,,,,
poloists,topsoils,,,,,,,,,,,,
polos,pools,sloop,spool,,,,,,,,,,
pomades,spaedom,,,,,,,,,,,,
pomate,tampoe,,,,,,,,,,,,
pomerium,proemium,,,,,,,,,,,,
pomfrest,pomfrets,,,,,,,,,,,,
pomoerium,prooemium,,,,,,,,,,,,
Pompilus,Populism,,,,,,,,,,,,
pomster,stomper,trompes,,,,,,,,,,,
Ponape,Popean,,,,,,,,,,,,
ponderal,prenodal,,,,,,,,,,,,
ponderate,predonate,,,,,,,,,,,,
ponderation,predonation,,,,,,,,,,,,
ponderer,reponder,,,,,,,,,,,,
ponderers,responder,,,,,,,,,,,,
ponders,respond,,,,,,,,,,,,
pondus,pounds,,,,,,,,,,,,
poneroid,porodine,,,,,,,,,,,,
pongs,spong,,,,,,,,,,,,
poniards,sporadin,,,,,,,,,,,,
ponos,poons,snoop,spoon,,,,,,,,,,
pons,snop,,,,,,,,,,,,
ponticular,untropical,,,,,,,,,,,,
pontoons,spontoon,,,,,,,,,,,,
Pontos,Poston,,,,,,,,,,,,
pooder,proode,,,,,,,,,,,,
poodles,spooled,,,,,,,,,,,,
poofs,spoof,,,,,,,,,,,,
pooped,popode,,,,,,,,,,,,
poor,proo,roop,,,,,,,,,,,
poorest,stooper,,,,,,,,,,,,
poorness,snoopers,,,,,,,,,,,,
poornesses,poroseness,,,,,,,,,,,,
poort,proto,troop,,,,,,,,,,,
poot,toop,topo,,,,,,,,,,,
poppel,popple,,,,,,,,,,,,
popsy,soppy,,,,,,,,,,,,
populaton,pulpatoon,,,,,,,,,,,,
POR,PRO,ROP,RPO,,,,,,,,,,
porcelains,psiloceran,,,,,,,,,,,,
porcelanite,praelection,,,,,,,,,,,,
porcupine,unpropice,,,,,,,,,,,,
pore,repo,rope,,,,,,,,,,,
porelike,ropelike,,,,,,,,,,,,
porer,prore,repro,,,,,,,,,,,
pores,poser,prose,repos,ropes,spore,,,,,,,,
Porett,Potter,,,,,,,,,,,,
porgies,serpigo,,,,,,,,,,,,
porina,ropani,,,,,,,,,,,,
poriness,pression,ropiness,,,,,,,,,,,
poring,roping,,,,,,,,,,,,
porions,sirpoon,,,,,,,,,,,,
porism,primos,,,,,,,,,,,,
porisms,promiss,,,,,,,,,,,,
porker,proker,,,,,,,,,,,,
porn,pron,,,,,,,,,,,,
pornos,spoorn,,,,,,,,,,,,
poromas,prosoma,,,,,,,,,,,,
poros,proso,sopor,,,,,,,,,,,
porosis,sospiro,,,,,,,,,,,,
porotic,portico,,,,,,,,,,,,
porpentine,prepontine,,,,,,,,,,,,
porret,pretor,report,troper,,,,,,,,,,
Port,Prot,,,,,,,,,,,,
Port.,Prot.,,,,,,,,,,,,
Porta,Prato,,,,,,,,,,,,
portables,sportable,,,,,,,,,,,,
portate,tropate,,,,,,,,,,,,
portative,vaporetti,,,,,,,,,,,,
portato,potator,pottaro,taproot,,,,,,,,,,
portend,protend,,,,,,,,,,,,
portended,protended,,,,,,,,,,,,
portending,protending,,,,,,,,,,,,
portends,protends,,,,,,,,,,,,
portension,protension,,,,,,,,,,,,
portent,pottern,torpent,,,,,,,,,,,
porterage,reportage,,,,,,,,,,,,
porters,presort,pretors,reports,sporter,strepor,,,,,,,,
portership,pretorship,,,,,,,,,,,,
portfire,profiter,,,,,,,,,,,,
porthole,potholer,,,,,,,,,,,,
portiered,preeditor,,,,,,,,,,,,
portify,torpify,,,,,,,,,,,,
portioned,terpodion,,,,,,,,,,,,
portioner,reportion,,,,,,,,,,,,
portioners,resorption,,,,,,,,,,,,
portions,positron,sorption,,,,,,,,,,,
portly,protyl,tropyl,,,,,,,,,,,
portolan,pronotal,,,,,,,,,,,,
portrayed,predatory,,,,,,,,,,,,
portress,presorts,sporters,,,,,,,,,,,
ports,prost,sport,sprot,strop,,,,,,,,,
portunid,untorpid,,,,,,,,,,,,
porture,trouper,,,,,,,,,,,,
porus,pours,roups,,,,,,,,,,,
posers,proses,spores,sprose,,,,,,,,,,
poseur,pouser,souper,uprose,,,,,,,,,,
poseurs,repouss,seropus,,,,,,,,,,,
posingly,spongily,,,,,,,,,,,,
posit,stipo,topis,,,,,,,,,,,
positing,sopiting,,,,,,,,,,,,
position,sopition,,,,,,,,,,,,
positional,spoilation,spoliation,,,,,,,,,,,
positioner,reposition,,,,,,,,,,,,
positrons,sorptions,,,,,,,,,,,,
posits,ptosis,stipos,,,,,,,,,,,
positum,utopism,,,,,,,,,,,,
positure,roupiest,,,,,,,,,,,,
poss,sops,,,,,,,,,,,,
possessioner,repossession,,,,,,,,,,,,
postable,potables,,,,,,,,,,,,
postact,topcast,,,,,,,,,,,,
postage,potages,,,,,,,,,,,,
postboy,potboys,,,,,,,,,,,,
postdive,postvide,,,,,,,,,,,,
postea,sapote,,,,,,,,,,,,
poster,presto,repost,repots,respot,stoper,topers,tropes,,,,,,
posterior,repositor,,,,,,,,,,,,
posterish,prothesis,sophister,storeship,tephrosis,,,,,,,,,
posterist,sportiest,,,,,,,,,,,,
posterosuperior,superoposterior,,,,,,,,,,,,
posters,prestos,respots,stopers,,,,,,,,,,
postgenial,spangolite,,,,,,,,,,,,
postholder,potholders,,,,,,,,,,,,
posthole,potholes,,,,,,,,,,,,
posting,stoping,,,,,,,,,,,,
postings,postsign,signpost,,,,,,,,,,,
postischial,sophistical,,,,,,,,,,,,
postless,spotless,stopless,,,,,,,,,,,
postlike,spotlike,,,,,,,,,,,,
postmen,topsmen,,,,,,,,,,,,
postmineral,trampolines,,,,,,,,,,,,
postnaris,sopranist,,,,,,,,,,,,
posts,spots,stops,,,,,,,,,,,
postsacral,sarcoplast,,,,,,,,,,,,
postseason,soapstones,,,,,,,,,,,,
postteen,potteens,,,,,,,,,,,,
postural,pulsator,sportula,,,,,,,,,,,
postured,proudest,sprouted,,,,,,,,,,,
posturer,resprout,sprouter,troupers,,,,,,,,,,
posturers,proestrus,,,,,,,,,,,,
postuterine,pretentious,,,,,,,,,,,,
postwar,sapwort,,,,,,,,,,,,
postwoman,womanpost,,,,,,,,,,,,
potass,topass,,,,,,,,,,,,
potassa,sapotas,,,,,,,,,,,,
potent,topnet,,,,,,,,,,,,
potful,topful,,,,,,,,,,,,
pother,thrope,,,,,,,,,,,,
pothers,strophe,thorpes,,,,,,,,,,,
pot-hole,top-hole,,,,,,,,,,,,
poti,topi,,,,,,,,,,,,
potlatch,tolpatch,,,,,,,,,,,,
potlike,toplike,,,,,,,,,,,,
potluck,putlock,,,,,,,,,,,,
potmaker,topmaker,,,,,,,,,,,,
potmaking,topmaking,,,,,,,,,,,,
potman,tampon,topman,,,,,,,,,,,
potmen,topmen,,,,,,,,,,,,
potophobia,topophobia,,,,,,,,,,,,
pot-shaped,top-shaped,,,,,,,,,,,,
potshaw,washpot,,,,,,,,,,,,
potsy,typos,,,,,,,,,,,,
potsies,sepiost,sopites,,,,,,,,,,,
potstick,tipstock,,,,,,,,,,,,
potstone,topstone,,,,,,,,,,,,
potstones,topstones,,,,,,,,,,,,
pottered,repotted,,,,,,,,,,,,
potterers,protester,reprotest,,,,,,,,,,,
pottering,pottinger,,,,,,,,,,,,
potters,protest,spotter,,,,,,,,,,,
potties,tiptoes,,,,,,,,,,,,
pottles,spottle,,,,,,,,,,,,
pottur,prutot,,,,,,,,,,,,
potus,pouts,spout,stoup,,,,,,,,,,
potwork,topwork,,,,,,,,,,,,
poudret,trouped,,,,,,,,,,,,
poulardes,superload,,,,,,,,,,,,
poulpe,pupelo,,,,,,,,,,,,
poultices,scopulite,,,,,,,,,,,,
pounce,uncope,,,,,,,,,,,,
pouncer,puceron,,,,,,,,,,,,
pounded,undoped,,,,,,,,,,,,
pounder,repound,unroped,,,,,,,,,,,
pounders,presound,,,,,,,,,,,,
pour,roup,,,,,,,,,,,,
pourer,repour,rouper,,,,,,,,,,,
pourers,repours,,,,,,,,,,,,
pourie,roupie,,,,,,,,,,,,
pousy,soupy,,,,,,,,,,,,
pout,toup,,,,,,,,,,,,
pouter,roupet,troupe,uptore,,,,,,,,,,
POV,PVO,,,,,,,,,,,,
powderer,repowder,,,,,,,,,,,,
powerful,upflower,,,,,,,,,,,,
powerstat,stopwater,,,,,,,,,,,,
pows,swop,wops,,,,,,,,,,,
powters,prowest,,,,,,,,,,,,
ppr,prp,,,,,,,,,,,,
PPS,PSP,,,,,,,,,,,,
PPT,PTP,,,,,,,,,,,,
PQ,QP,,,,,,,,,,,,
PR,RP,,,,,,,,,,,,
praecipes,sparpiece,,,,,,,,,,,,
praefectus,superfecta,,,,,,,,,,,,
praelabrum,preambular,,,,,,,,,,,,
praelector,receptoral,,,,,,,,,,,,
praetor,prorate,,,,,,,,,,,,
Praetorius,Pterosauri,,,,,,,,,,,,
praetors,prorates,,,,,,,,,,,,
pragmaticist,pragmatistic,,,,,,,,,,,,
prahus,raphus,,,,,,,,,,,,
prayer,repray,,,,,,,,,,,,
prayers,respray,sprayer,,,,,,,,,,,
prays,raspy,spary,spray,,,,,,,,,,
prams,ramps,sparm,,,,,,,,,,,
prances,prescan,,,,,,,,,,,,
prangs,sprang,,,,,,,,,,,,
pranks,sprank,,,,,,,,,,,,
prao,proa,,,,,,,,,,,,
praos,proas,psora,sapor,sarpo,,,,,,,,,
praso-,sapro-,,,,,,,,,,,,
prasoid,sparoid,,,,,,,,,,,,
prasophagous,saprophagous,,,,,,,,,,,,
pratfall,trapfall,,,,,,,,,,,,
prau,rupa,,,,,,,,,,,,
praus,supra,,,,,,,,,,,,
pravous,vapours,,,,,,,,,,,,
prawned,predawn,,,,,,,,,,,,
prawner,prewarn,,,,,,,,,,,,
prawners,prewarns,,,,,,,,,,,,
preaccredit,repracticed,,,,,,,,,,,,
preace,repace,,,,,,,,,,,,
preachers,presearch,,,,,,,,,,,,
preaction,precation,recaption,,,,,,,,,,,
preactive,precative,,,,,,,,,,,,
preactively,precatively,,,,,,,,,,,,
preadmirer,premarried,,,,,,,,,,,,
preage,repage,,,,,,,,,,,,
preallow,walloper,,,,,,,,,,,,
prearm,ramper,,,,,,,,,,,,
preauditory,repudiatory,,,,,,,,,,,,
preboast,probates,,,,,,,,,,,,
prebound,unprobed,,,,,,,,,,,,
precaution,unoperatic,,,,,,,,,,,,
precedent,precented,pretenced,,,,,,,,,,,
precedents,predescent,,,,,,,,,,,,
preceder,precreed,,,,,,,,,,,,
preceptoral,prepectoral,,,,,,,,,,,,
precessed,predecess,,,,,,,,,,,,
precipitator,prepatriotic,,,,,,,,,,,,
precised,respiced,,,,,,,,,,,,
precisest,tricepses,,,,,,,,,,,,
precising,respicing,,,,,,,,,,,,
precyst,psycter,sceptry,spectry,,,,,,,,,,
preclare,preclear,replacer,,,,,,,,,,,
precode,proceed,,,,,,,,,,,,
precodes,procedes,proceeds,,,,,,,,,,,
precondense,respondence,,,,,,,,,,,,
preconnubial,pronunciable,,,,,,,,,,,,
preconsolation,spironolactone,,,,,,,,,,,,
preconsultor,supercontrol,,,,,,,,,,,,
precontest,torpescent,,,,,,,,,,,,
precredit,predirect,repredict,,,,,,,,,,,
precreditor,predirector,,,,,,,,,,,,
precures,precurse,,,,,,,,,,,,
precursor,procurers,,,,,,,,,,,,
predators,teardrops,,,,,,,,,,,,
predealer,repleader,,,,,,,,,,,,
predealing,repleading,,,,,,,,,,,,
predeath,threaped,,,,,,,,,,,,
predeceiver,prereceived,reperceived,,,,,,,,,,,
predecessor,reprocessed,,,,,,,,,,,,
predelle,repelled,,,,,,,,,,,,
predeluding,preindulged,,,,,,,,,,,,
predental,replanted,,,,,,,,,,,,
prederive,redeprive,reprieved,,,,,,,,,,,
predestine,presidente,,,,,,,,,,,,
predestines,presidentes,,,,,,,,,,,,
predetest,pretested,,,,,,,,,,,,
predevote,prevetoed,,,,,,,,,,,,
prediastolic,psiloceratid,tropicalised,,,,,,,,,,,
predication,procidentia,,,,,,,,,,,,
prediet,preedit,,,,,,,,,,,,
predigestion,redepositing,,,,,,,,,,,,
prediscretion,redescription,,,,,,,,,,,,
predislike,spiderlike,,,,,,,,,,,,
predoubter,preobtrude,,,,,,,,,,,,
predrove,reproved,,,,,,,,,,,,
preedits,priested,respited,,,,,,,,,,,
preelects,preselect,,,,,,,,,,,,
preeminent,repinement,,,,,,,,,,,,
preen,repen,,,,,,,,,,,,
preenter,repenter,,,,,,,,,,,,
pre-enter,re-repent,,,,,,,,,,,,
pre-erection,re-reception,,,,,,,,,,,,
preexcept,preexpect,,,,,,,,,,,,
pre-except,pre-expect,,,,,,,,,,,,
prefiction,proficient,,,,,,,,,,,,
prefile,prelife,,,,,,,,,,,,
pregain,reaping,,,,,,,,,,,,
preguard,upgrader,,,,,,,,,,,,
prehuman,unhamper,,,,,,,,,,,,
preinduce,unpierced,,,,,,,,,,,,
preinductive,unpredictive,,,,,,,,,,,,
preinsula,superlain,,,,,,,,,,,,
preinsured,unrespired,,,,,,,,,,,,
prelabrum,prelumbar,,,,,,,,,,,,
prelation,rantipole,,,,,,,,,,,,
prelaw,warple,wraple,,,,,,,,,,,
prelimits,reptilism,,,,,,,,,,,,
prelives,versipel,,,,,,,,,,,,
preluded,repuddle,,,,,,,,,,,,
preludes,repulsed,,,,,,,,,,,,
prelusion,repulsion,,,,,,,,,,,,
prelusive,pulverise,repulsive,,,,,,,,,,,
prelusively,repulsively,,,,,,,,,,,,
prelusory,repulsory,,,,,,,,,,,,
premate,tempera,,,,,,,,,,,,
premated,tampered,,,,,,,,,,,,
premating,tampering,,,,,,,,,,,,
premerit,preremit,repermit,,,,,,,,,,,
premier,reprime,,,,,,,,,,,,
premieres,repremise,,,,,,,,,,,,
premiers,simperer,,,,,,,,,,,,
premolar,premoral,,,,,,,,,,,,
premolt,tromple,,,,,,,,,,,,
premover,prevomer,,,,,,,,,,,,
premusical,superclaim,,,,,,,,,,,,
prenames,spearmen,,,,,,,,,,,,
prenarcotic,reciprocant,,,,,,,,,,,,
prender,prendre,,,,,,,,,,,,
prenote,pretone,,,,,,,,,,,,
prenotice,reception,,,,,,,,,,,,
prentices,prescient,reinspect,,,,,,,,,,,
preopen,propene,,,,,,,,,,,,
preopinion,prionopine,,,,,,,,,,,,
preoption,protopine,,,,,,,,,,,,
prepaste,pretapes,,,,,,,,,,,,
prepenial,prepineal,,,,,,,,,,,,
preplot,toppler,,,,,,,,,,,,
prepollent,propellent,,,,,,,,,,,,
preposter,properest,restopper,,,,,,,,,,,
preps,repps,,,,,,,,,,,,
prepuce,upcreep,,,,,,,,,,,,
prerational,proletarian,,,,,,,,,,,,
prerealization,proletarianize,,,,,,,,,,,,
prereceive,reperceive,,,,,,,,,,,,
prereceiving,reperceiving,,,,,,,,,,,,
prerecite,receipter,,,,,,,,,,,,
prerefer,reprefer,,,,,,,,,,,,
prerental,replanter,,,,,,,,,,,,
preresort,reporters,,,,,,,,,,,,
prerevise,reprieves,,,,,,,,,,,,
prerinse,repiners,ripeners,,,,,,,,,,,
preroutine,reeruption,,,,,,,,,,,,
presages,pressage,,,,,,,,,,,,
prescapular,supercarpal,,,,,,,,,,,,
prescore,proceres,,,,,,,,,,,,
prescores,processer,reprocess,,,,,,,,,,,
prescutal,scalpture,,,,,,,,,,,,
presell,respell,speller,,,,,,,,,,,
preselling,respelling,,,,,,,,,,,,
presells,respells,spellers,,,,,,,,,,,
presented,pretensed,repetends,,,,,,,,,,,
presenter,repenters,represent,,,,,,,,,,,
presenters,represents,,,,,,,,,,,,
presentient,spinnerette,,,,,,,,,,,,
presentive,pretensive,vespertine,,,,,,,,,,,
presentively,pretensively,,,,,,,,,,,,
presentiveness,pretensiveness,,,,,,,,,,,,
presently,serpently,,,,,,,,,,,,
preserved,preversed,,,,,,,,,,,,
preserving,preversing,,,,,,,,,,,,
presession,ropinesses,,,,,,,,,,,,
presetting,pretesting,,,,,,,,,,,,
preshare,rephrase,reshaper,,,,,,,,,,,
preshared,rephrased,,,,,,,,,,,,
presharing,rangership,rephrasing,,,,,,,,,,,
preship,shipper,,,,,,,,,,,,
preshortage,stereograph,,,,,,,,,,,,
preside,speired,spiered,,,,,,,,,,,
presided,spidered,,,,,,,,,,,,
presidents,trepidness,,,,,,,,,,,,
presider,reprised,respired,serriped,,,,,,,,,,
presidy,spidery,,,,,,,,,,,,
presong,sponger,,,,,,,,,,,,
prespinous,suppresion,,,,,,,,,,,,
presplit,ripplets,stippler,tipplers,,,,,,,,,,
prespoil,sloppier,,,,,,,,,,,,
presser,repress,,,,,,,,,,,,
pressing,springes,,,,,,,,,,,,
pressive,previses,viperess,,,,,,,,,,,
pressor,prosers,,,,,,,,,,,,
pressrun,spurners,,,,,,,,,,,,
prest,spret,,,,,,,,,,,,
prestated,pretasted,spattered,,,,,,,,,,,
presteam,temperas,,,,,,,,,,,,
prestock,sprocket,,,,,,,,,,,,
prestorage,reportages,,,,,,,,,,,,
prestrain,terrapins,transpire,,,,,,,,,,,
prests,streps,,,,,,,,,,,,
presul,pulers,pulser,superl,,,,,,,,,,
presume,supreme,,,,,,,,,,,,
presumer,supremer,,,,,,,,,,,,
presustain,supersaint,,,,,,,,,,,,
pret,rept,terp,,,,,,,,,,,
pretanning,trepanning,,,,,,,,,,,,
preteen,terpene,,,,,,,,,,,,
preteens,pretense,terpenes,,,,,,,,,,,
preterient,triterpene,,,,,,,,,,,,
preterist,preterits,,,,,,,,,,,,
preterit,prettier,,,,,,,,,,,,
preterite,tipteerer,,,,,,,,,,,,
pretil,tripel,triple,,,,,,,,,,,
pretired,pretried,,,,,,,,,,,,
pretrace,recarpet,,,,,,,,,,,,
pretrain,terrapin,,,,,,,,,,,,
pretransmission,transimpression,,,,,,,,,,,,
prevailer,reprieval,,,,,,,,,,,,
prevention,provenient,,,,,,,,,,,,
preventured,unperverted,,,,,,,,,,,,
previsit,priviest,,,,,,,,,,,,
prewar,rewrap,warper,,,,,,,,,,,
prewhip,whipper,,,,,,,,,,,,
preworship,worshipper,,,,,,,,,,,,
prewrap,wrapper,,,,,,,,,,,,
prewraps,wrappers,,,,,,,,,,,,
PRG,RGP,RPG,,,,,,,,,,,
PRI,RIP,RPI,,,,,,,,,,,
prickfoot,tickproof,,,,,,,,,,,,
prides,prised,redips,spider,spired,spried,,,,,,,,
pried,redip,riped,,,,,,,,,,,
prier,riper,,,,,,,,,,,,
pryer,repry,,,,,,,,,,,,
priers,risper,sprier,,,,,,,,,,,
pryers,spryer,,,,,,,,,,,,
Priest,Pteris,,,,,,,,,,,,
priesthood,spritehood,,,,,,,,,,,,
priesting,respiting,,,,,,,,,,,,
priestless,spriteless,stripeless,,,,,,,,,,,
priestly,spritely,,,,,,,,,,,,
priestlike,spritelike,,,,,,,,,,,,
priestliness,spriteliness,,,,,,,,,,,,
priest-prince,prince-priest,,,,,,,,,,,,
prigs,sprig,,,,,,,,,,,,
primely,reimply,,,,,,,,,,,,
primeness,spermines,,,,,,,,,,,,
primeros,promiser,,,,,,,,,,,,
primeur,umpirer,,,,,,,,,,,,
primevarous,vermiparous,,,,,,,,,,,,
primi,rimpi,,,,,,,,,,,,
primuses,umpiress,,,,,,,,,,,,
prinks,sprink,,,,,,,,,,,,
printers,reprints,sprinter,,,,,,,,,,,
printings,sprinting,,,,,,,,,,,,
printless,splinters,,,,,,,,,,,,
prints,sprint,,,,,,,,,,,,
prys,spry,,,,,,,,,,,,
prisable,spirable,,,,,,,,,,,,
prisage,spairge,,,,,,,,,,,,
prisal,spiral,,,,,,,,,,,,
priseres,reprises,respires,,,,,,,,,,,
prising,spiring,,,,,,,,,,,,
prisometer,spirometer,temporiser,,,,,,,,,,,
prisons,spinors,,,,,,,,,,,,
prissed,spiders,,,,,,,,,,,,
prittle,triplet,,,,,,,,,,,,
prius,puris,sirup,,,,,,,,,,,
priviledge,privileged,,,,,,,,,,,,
proathletic,prothetical,,,,,,,,,,,,
probationer,reprobation,,,,,,,,,,,,
probationers,reabsorption,reprobations,,,,,,,,,,,
probe,rebop,,,,,,,,,,,,
probeer,reprobe,,,,,,,,,,,,
probes,rebops,,,,,,,,,,,,
procedure,reproduce,,,,,,,,,,,,
procedured,reproduced,,,,,,,,,,,,
procedures,reproduces,,,,,,,,,,,,
proceduring,reproducing,,,,,,,,,,,,
proceeder,reproceed,,,,,,,,,,,,
procellas,scalloper,,,,,,,,,,,,
procerite,receiptor,,,,,,,,,,,,
procerus,procures,,,,,,,,,,,,
proclaimer,reproclaim,,,,,,,,,,,,
procline,replicon,,,,,,,,,,,,
procotols,protocols,,,,,,,,,,,,
proctitis,protistic,tropistic,,,,,,,,,,,
procured,producer,,,,,,,,,,,,
prodeportation,proportionated,,,,,,,,,,,,
prodromes,sporoderm,,,,,,,,,,,,
Proetidae,Proteidae,,,,,,,,,,,,
proette,treetop,,,,,,,,,,,,
proettes,treetops,,,,,,,,,,,,
Proetus,Proteus,,,,,,,,,,,,
profer,profre,,,,,,,,,,,,
profferer,reproffer,,,,,,,,,,,,
profounder,underproof,,,,,,,,,,,,
prognose,sporogen,,,,,,,,,,,,
programer,reprogram,,,,,,,,,,,,
programers,reprograms,,,,,,,,,,,,
prohibiter,reprohibit,,,,,,,,,,,,
prolapse,sapropel,,,,,,,,,,,,
prolapses,sapropels,,,,,,,,,,,,
proletariat,reptatorial,,,,,,,,,,,,
proletaries,proletarise,,,,,,,,,,,,
prolicense,proselenic,,,,,,,,,,,,
proligerous,prologuiser,,,,,,,,,,,,
prolongate,protogenal,,,,,,,,,,,,
